family,d,p,q,n,rho,method,method_description,credit,credit_evidence_grade,credit_evidence,extended_status,tie,tie_note,parent,chain_root,credit_note,moller_bound,at_moller_bound,err_float64,err_extended,err_float128,digits_shipped,sum_weights,sum_weights_minus_1,min_weight,max_node_norm,min_face_distance,source_file,source_sha256,source_tree,float64_origin
legendre,3,11,6,82,0.724080,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 90 for this cell, ours is 82; Xiao and Gimbutas 2010, Comput. Math. Appl. 59, 663-676: published count(s) 84 for this cell, ours is 82; literature survey (publish/shared/literature_best.tsv, source key xiao_gimbutas2010): best published count 84 for this cell, ours is 82",unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",68,no,1.220404e-17,1.890373e-74,1.056359e-35,17+80,1,-2.168e-18,7.236143e-04,1.615889022,4.996625e-07,legendre_d3_p11_n82.csv,835d010b06261fa5eb39a589e8d912ee9df7256245317a89ad5bdec7c7b3afa5,sync,twin-round-down
legendre,3,13,7,128,0.719955,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 148 for this cell, ours is 128; Xiao and Gimbutas 2010, Comput. Math. Appl. 59, 663-676: published count(s) 130 for this cell, ours is 128; literature survey (publish/shared/literature_best.tsv, source key xiao_gimbutas2010): best published count 130 for this cell, ours is 128",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",99,no,1.266591e-17,5.658825e-74,4.701977e-36,17+80,1,-4.554e-18,5.143101e-04,1.660773773,4.997172e-07,legendre_d3_p13_n128.csv,aea473913286eeab5f14002ac976678cf5593962caa348a119f4d39c7935900f,sync,twin-round-down
legendre,3,15,8,188,0.716082,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 199 for this cell, ours is 188; Xiao and Gimbutas 2010, Comput. Math. Appl. 59, 663-676: published count(s) 190 for this cell, ours is 188; literature survey (publish/shared/literature_best.tsv, source key xiao_gimbutas2010): best published count 190 for this cell, ours is 188",unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",140,no,6.944690e-18,6.915522e-74,8.651638e-36,17+80,1,+1.518e-18,3.473087e-04,1.649384496,4.997158e-07,legendre_d3_p15_n188.csv,f11e5e9d84d044477379765b874ab3fdf01c9dc10701aabe85927988b83ee960,sync,twin-round-down
legendre,3,17,9,266,0.714581,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 282 for this cell, ours is 266; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 282 for this cell, ours is 266",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",189,no,6.243212e-18,4.168600e-73,4.883357e-36,17+80,1,-6.505e-19,3.405745e-04,1.676446633,4.997183e-07,legendre_d3_p17_n266.csv,5509828bd47bbb38a0394fe41af7db35ea29769efd1a236f05ee45f2bf8847fd,sync,twin-round-down
legendre,3,19,10,360,0.711379,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d3p19.log), banked 2026-08-30T09:25:42",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 369 for this cell, ours is 360; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 369 for this cell, ours is 360",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d3p19.log), banked 2026-08-30T09:25:42. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",250,no,4.981238e-18,9.578653e-73,2.892490e-36,17+80,1,+4.608e-18,8.984255e-05,1.705725414,4.996904e-07,legendre_d3_p19_n360.csv,657f7dbd40036a079c6e743cfccf5b2ca4d9fdc5e3a94ed9b7e22994837738ed,sync,twin-round-down
legendre,3,21,11,476,0.709811,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 495 for this cell, ours is 476; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 495 for this cell, ours is 476",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",321,no,6.991628e-18,1.460577e-71,5.720954e-36,17+80,1,+1.355e-19,8.933983e-05,1.686357268,4.997375e-07,legendre_d3_p21_n476.csv,a81abbd0cbb07d986441a3c2ef0bd90603b88f5e6e98555db2cbc13c2edbe32a,sync,twin-round-down
legendre,3,23,12,612,0.707515,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 16:50 UTC",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 617 for this cell, ours is 612; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 617 for this cell, ours is 612",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 16:50 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",406,no,2.933491e-18,7.176121e-70,4.244188e-36,17+80,1,-2.317e-18,5.922559e-05,1.707533255,4.998136e-07,legendre_d3_p23_n612.csv,94fbf272c013da1527941cfe917c4f8d062445029980218f9c3789d861372506,sync,twin-round-down
legendre,3,25,13,776,0.706877,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-03 10:50 UTC",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 828 for this cell, ours is 776; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 828 for this cell, ours is 776",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-03 10:50 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",503,no,7.452081e-18,2.202994e-71,2.544945e-36,17+80,1,+5.014e-19,2.542530e-05,1.699463186,4.999502e-07,legendre_d3_p25_n776.csv,45325af800f0e30c617fb78b1c1a0ec8815f286be15218b9626ecc70ae84e101,sync,twin-round-down
legendre,3,27,14,964,0.705609,F,free nodes (no imposed symmetry),"derived-from:dw_d3_p27_n984.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=27 cell)",host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log dw_warm_d3p27.log), banked 2026-09-11T00:05:33",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 984 for this cell, ours is 964; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 984 for this cell, ours is 964",legendre_d3_p27_n966.csv,dw:dw_d3_p27_n984.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",616,no,3.503734e-18,2.183789e-75,3.908645e-36,17+80,1,-1.016e-18,3.171086e-05,1.707261217,4.879132e-07,legendre_d3_p27_n964.csv,0cd22aa482cfdfbb0666a24d93aa3867d354b599711b94e281ecc002473a1ec5,sync,twin-round-down
legendre,3,29,15,1184,0.705276,F,free nodes (no imposed symmetry),"derived-from:dw_d3_p29_n1258.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=29 cell)",log-names-file,"a worker log names this exact file on a production line — dw_warm_d3p29.log: 2026-09-11 07:15:26  BANKED legendre_d3_p29_n1184.csv (relerr 1.6e-13); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log dw_warm_d3p29.log), banked 2026-09-11T07:15:26",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 1258 for this cell, ours is 1184; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 1258 for this cell, ours is 1184",legendre_d3_p29_n1186.csv,dw:dw_d3_p29_n1258.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",743,no,4.582999e-18,9.277288e-78,4.412884e-36,17+80,1,+5.353e-19,1.128774e-05,1.716085678,4.908571e-07,legendre_d3_p29_n1184.csv,9fc0ddf720eddca7cdaecd3aaeddadecb9131b1e290c06978e541e7237857da9,sync,twin-round-down
legendre,3,31,16,1432,0.704468,F,free nodes (no imposed symmetry),"derived-from:dw_d3_p31_n1478.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=31 cell)",log-names-file,"a worker log names this exact file on a production line — dw_warm_d3p31.log: 2026-09-11 07:50:56  BANKED legendre_d3_p31_n1432.csv (relerr 1.3e-13); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log dw_warm_d3p31.log), banked 2026-09-11T07:50:56",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 1478 for this cell, ours is 1432; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 1478 for this cell, ours is 1432",legendre_d3_p31_n1434.csv,dw:dw_d3_p31_n1478.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",888,no,4.358752e-18,2.840299e-76,4.637170e-36,17+80,1,+3.063e-18,1.334490e-05,1.713266807,4.909974e-07,legendre_d3_p31_n1432.csv,4221c7ca8715da286b970e17cc0a13742b00c8781db25a25b60bfe4fc8590949,sync,twin-round-down
legendre,3,33,17,1714,0.703971,F,free nodes (no imposed symmetry),"derived-from:dw_d3_p33_n1787.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=33 cell)",log-names-file,"a worker log names this exact file on a production line — dw_warm_d3p33.log: 2026-09-13 03:58:12  BANKED legendre_d3_p33_n1714.csv (relerr 1.9e-13); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log dw_warm_d3p33.log), banked 2026-09-13T03:58:12",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 1787 for this cell, ours is 1714; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 1787 for this cell, ours is 1714",legendre_d3_p33_n1716.csv,dw:dw_d3_p33_n1787.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",1049,no,1.850155e-18,6.715305e-78,1.909798e-36,17+80,1,+1.287e-18,6.970576e-06,1.711026019,4.885430e-07,legendre_d3_p33_n1714.csv,4c9856a3fa6cd4e4a88332afeb2f3909a891d4e90cd331e0826181bdfa0230e0,sync,twin-round-down
legendre,3,35,18,2028,0.703207,F,free nodes (no imposed symmetry),"derived-from:dw_d3_p35_n2102.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=35 cell)",log-names-file,"a worker log names this exact file on a production line — dw_warm_d3p35.log: 2026-09-13 20:30:07  BANKED legendre_d3_p35_n2028.csv (relerr 6.0e-14); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log dw_warm_d3p35.log), banked 2026-09-13T20:30:07",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 2102 for this cell, ours is 2028; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 2102 for this cell, ours is 2028",legendre_d3_p35_n2030.csv,dw:dw_d3_p35_n2102.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",1230,no,2.195509e-18,2.555759e-76,3.246195e-36,17+80,1,-2.196e-18,9.991170e-06,1.71461429,4.898468e-07,legendre_d3_p35_n2028.csv,6286dfd0686d63f4ffbf6e71248067fe1f28da41676f384120f26234cab49289,sync,twin-round-down
legendre,3,37,19,2380,0.702703,F,free nodes (no imposed symmetry),"derived-from:dw_d3_p37_n2506.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=37 cell)",host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log dw_warm_d3p37.log), banked 2026-09-15T12:08:25",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 2506 for this cell, ours is 2380; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 2506 for this cell, ours is 2380",legendre_d3_p37_n2382.csv,dw:dw_d3_p37_n2506.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",1429,no,2.902380e-18,1.041929e-75,2.336567e-36,17+80,1,+1.572e-18,5.914547e-06,1.715089545,4.917347e-07,legendre_d3_p37_n2380.csv,d657959f2d0c5d5832ffb1fd44b282e99315fd0369b1a360f4664500fc7c6dd3,sync,twin-round-down
legendre,3,39,20,2770,0.702204,F,free nodes (no imposed symmetry),"derived-from:dw_d3_p39_n2856.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=39 cell)",host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log dw_warm_d3p39.log), banked 2026-09-15T03:16:38",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 2856 for this cell, ours is 2770; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 2856 for this cell, ours is 2770",legendre_d3_p39_n2772.csv,dw:dw_d3_p39_n2856.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",1650,no,1.632905e-18,2.687796e-74,2.095728e-36,17+80,1,+3.388e-19,4.411826e-06,1.715594738,4.875226e-07,legendre_d3_p39_n2770.csv,a7a7df5d76edf486ae5bbd21af9080992737cc98091f3211ebd7d49d75b8b041,sync,twin-round-down
legendre,3,41,21,3200,0.701720,F,free nodes (no imposed symmetry),"derived-from:dw_d3_p41_n3338.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=41 cell)",host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log dw_warm_d3p41.log), banked 2026-09-16T15:03:17",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 3338 for this cell, ours is 3200",legendre_d3_p41_n3202.csv,dw:dw_d3_p41_n3338.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",-,unknown,2.834649e-18,7.904566e-75,1.891811e-36,17+80,1,-5.675e-20,3.560539e-06,1.718118207,4.902592e-07,legendre_d3_p41_n3200.csv,ebf95f3e2e9990234ba2add38a7bee758e264c0f513642a7e84a46dfeeaa06de,sync,twin-round-down
legendre,3,43,22,3704,0.703290,F,free nodes (no imposed symmetry),"derived-from:dw_d3_p43_n3870.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=43 cell)",host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log dw_warm_d3p43.log), banked 2026-09-18T11:36:19",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 3870 for this cell, ours is 3704",legendre_d3_p43_n3706.csv,dw:dw_d3_p43_n3870.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",-,unknown,2.436298e-18,4.941165e-71,2.501494e-36,17+80,1,+2.144e-18,1.523870e-06,1.719606802,4.998685e-07,legendre_d3_p43_n3704.csv,c95fbc0600a129d1df3bd5a221c7071fa58225015561a34ee99f3cccf9f36156,sync,twin-round-down
legendre,3,45,23,4308,0.707453,F,free nodes (no imposed symmetry),"derived-from:dw_d3_p45_n4414.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=45 cell)",host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log dw_warm_d3p45.log), banked 2026-09-18T11:58:56",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 4414 for this cell, ours is 4308",legendre_d3_p45_n4310.csv,dw:dw_d3_p45_n4414.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",-,unknown,2.915448e-18,2.277370e-71,3.248772e-36,17+80,1,-6.577e-19,1.025680e-06,1.719095409,4.996861e-07,legendre_d3_p45_n4308.csv,4033fa34a76efb4b7bfec73dbd544ad38470e36c2d5d59a2cf498c812e04dd00,sync,twin-round-down
legendre,4,1,1,1,1.000000,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-tie,"literature survey (publish/shared/literature_best.tsv, source key stroud1971): best published count 8 for this cell, ours is 1",unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",1,yes,0.000000e+00,0.000000e+00,0.000000e+00,17+80,1,+0.000e+00,1.000000e+00,1,5.000000e-01,legendre_d4_p1_n1.csv,6103f3fa1023cc75a72604c629fab0e191e1374cc886d4b77ef51f4c0457c6e5,sync,twin-round-down
legendre,4,3,2,8,0.840896,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02",twin-shipped,"unestablished:A. H. Stroud, Approximate Calculation of Multiple Integrals, Prentice-Hall, 1971.","per the literature survey (publish/shared/literature_best.tsv, source key stroud1971): our n=8 equals the best published count; UNESTABLISHED - the repo does not record a node-for-node comparison for this cell. Settled by comparing our banked rule with the published coordinates.",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",8,yes,3.722428e-17,2.211426e-77,1.492186e-35,17+80,1,+0.000e+00,1.151680e-01,1.448298035,5.013745e-02,legendre_d4_p3_n8.csv,4ee90ed48014dd247768eb666b4afcf76dd61004157f453e562b628046a32863,sync,twin-round-down
legendre,4,5,3,21,0.713565,F,free nodes (no imposed symmetry),ours,log-names-file,"a worker log names this exact file on a production line — launcher.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/legendre_d4_p5_n21.csv; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log launcher.log), banked 2026-09-12T03:19:48",twin-shipped,"unestablished:V. Keshavarzzadeh, R. M. Kirby, A. Narayan, Numerical integration in multiple dimensions with designed quadrature, SIAM J. Sci. Comput. 40 (2018) A2033-A2061.","per the literature survey (publish/shared/literature_best.tsv, source key keshavarzzadeh2018): our n=21 equals the best published count; UNESTABLISHED - and not settleable from anything published: Keshavarzzadeh, Kirby and Narayan report the COUNT 21 (SISC 40 (2018) A2033, Tables 1-2) but publish no coordinates for that rule, and no supplement carrying them could be found, …",unrecorded,unrecorded,"our own tooling produced this rule — a worker log names this exact file on a production line — launcher.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/legendre_d4_p5_n21.csv; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log launcher.log), banked 2026-09-12T03:19:48. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",21,yes,1.387779e-17,4.737647e-76,1.758751e-35,17+80,1,-1.388e-17,3.613783e-02,1.593998338,4.997711e-07,legendre_d4_p5_n21.csv,684410112a8b18ef928fedc09df99b564c28f0934796040bd4c8e0133c6c3490,sync,twin-round-down
legendre,4,7,4,54,0.677702,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-tie,"literature survey (publish/shared/literature_best.tsv, source key keshavarzzadeh2018): best published count 55 for this cell, ours is 54",unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",48,no,9.650954e-18,2.392588e-75,1.545288e-35,17+80,1,+5.204e-18,3.141333e-03,1.739968716,4.997465e-07,legendre_d4_p7_n54.csv,d8b50815159178968a231b6a844489ee6cb4b1907b85e31b7bd9415586275667,sync,twin-round-down
legendre,4,9,5,120,0.661950,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02",twin-shipped,no-tie,"literature survey (publish/shared/literature_best.tsv, source key keshavarzzadeh2018): best published count 138 for this cell, ours is 120",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",91,no,1.006008e-17,1.998798e-74,1.166090e-35,17+80,1,-2.602e-18,1.202148e-03,1.769271798,4.996693e-07,legendre_d4_p9_n120.csv,c099396b6e7be7a08bbdd854258f3739e43b7c18a606fc8b7b8df9ae6b895968,sync,twin-round-down
legendre,4,11,6,234,0.651858,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d4p11.log), banked 2026-08-30T06:49:55",twin-shipped,no-tie,"literature survey (publish/shared/literature_best.tsv, source key frontin2021): best published count 272 for this cell, ours is 234",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d4p11.log), banked 2026-08-30T06:49:55. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",160,no,6.843992e-18,5.360262e-73,5.154140e-36,17+80,1,-4.987e-18,3.008778e-04,1.856422692,4.997516e-07,legendre_d4_p11_n234.csv,136befebe70a8412815152b8db5901fff499e756f3f67ffe2e1fdac3d8cc17b0,sync,twin-round-down
legendre,4,13,7,416,0.645172,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 16:50 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r14_14995589_313.out), banked 2026-09-01T22:14:59Z",twin-shipped,no-tie,"literature survey (publish/shared/literature_best.tsv, source key frontin2021): best published count 512 for this cell, ours is 416",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 16:50 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r14_14995589_313.out), banked 2026-09-01T22:14:59Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",259,no,5.672288e-18,5.916740e-72,4.607938e-36,17+80,1,+2.548e-18,2.113866e-04,1.874915599,4.996925e-07,legendre_d4_p13_n416.csv,04698bf1b97670fbe84e5e6ddba696f2de8331ebe261a4db8431ff509ec20042,sync,twin-round-down
legendre,4,15,8,690,0.640652,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d4p15.log), banked 2026-08-30T13:22:05; a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC",twin-shipped,no-tie,"literature survey (publish/shared/literature_best.tsv, source key frontin2021): best published count 728 for this cell, ours is 690",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d4p15.log), banked 2026-08-30T13:22:05; a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",400,no,5.735532e-18,5.941542e-71,4.723007e-36,17+80,1,+3.280e-18,9.599123e-05,1.905219272,4.998381e-07,legendre_d4_p15_n690.csv,a1d55a9df06a2c90975fc26c86dd9874282ace9d44145c7c6c4020726c10e97f,sync,twin-round-down
